l,l1,l2,n1,n2,p,p1,p2,mirror1,mirror2,ReRatioNL,ImRatioNL
3,3,2,1,0,1,0,1,0,1,0.0441,0.322
3,3,2,0,1,1,0,1,0,0,-0.0728,-0.218
3,3,2,0,1,1,0,1,0,1,-0.0361,0.403
5,3,2,0,0,1,0,1,0,0,-1.05,0.157
5,3,2,0,0,1,0,1,0,1,0.00607,0.0309
5,3,2,1,0,1,0,1,0,0,-1.06,0.207
5,3,2,1,0,1,0,1,0,1,0.018,0.0348
5,3,2,0,1,1,0,1,0,0,-0.977,0.193
5,3,2,0,1,1,0,1,0,1,0.0159,0.0376
2,3,3,0,0,1,0,1,0,0,-0.0216,-0.138
2,3,3,0,0,1,0,1,0,1,0.00284,0.546
2,3,3,1,0,1,0,1,0,0,-0.0353,-0.139
2,3,3,1,0,1,0,1,1,0,0.128,-0.599
2,3,3,0,1,1,0,1,0,0,-0.0508,-0.135
2,3,3,0,1,1,0,1,0,1,-0.0846,0.599
4,3,3,0,0,1,0,1,0,0,0.00874,0.197
4,3,3,0,0,1,0,1,0,1,0.000143,-0.158
4,3,3,1,0,1,0,1,0,0,0.0435,0.208
4,3,3,1,0,1,0,1,1,0,-0.0329,0.181
4,3,3,0,1,1,0,1,0,0,0.031,0.207
4,3,3,0,1,1,0,1,0,1,0.0164,-0.17
6,3,3,0,0,1,0,1,0,0,1.45,-0.28
6,3,3,0,0,1,0,1,0,1,-0.000658,-0.0281
6,3,3,1,0,1,0,1,0,0,1.45,-0.37
6,3,3,1,0,1,0,1,1,0,-0.0115,0.0207
6,3,3,0,1,1,0,1,0,0,1.45,-0.354
6,3,3,0,1,1,0,1,0,1,-0.000628,-0.0201
3,3,4,0,0,1,0,1,0,0,0.0121,0.102
3,3,4,0,0,1,0,1,1,0,0.0219,0.391
3,3,4,1,0,1,0,1,0,0,0.0295,0.105
3,3,4,1,0,1,0,1,1,0,-0.0594,0.572
3,3,4,0,1,1,0,1,0,0,0.0228,0.103
3,3,4,0,1,1,0,1,1,0,0.0249,0.474
5,3,4,0,0,1,0,1,0,0,0.00309,-0.18
5,3,4,0,0,1,0,1,1,0,0.00303,-0.128
5,3,4,1,0,1,0,1,0,0,-0.0403,-0.198
5,3,4,1,0,1,0,1,1,0,0.0198,-0.163
5,3,4,0,1,1,0,1,0,0,-0.00246,-0.19
5,3,4,0,1,1,0,1,1,0,-0.0061,-0.151
7,3,4,0,0,1,0,1,0,0,-1.76,0.331
7,3,4,0,0,1,0,1,1,0,-0.00664,-0.0336
7,3,4,1,0,1,0,1,0,0,-1.78,0.481
7,3,4,1,0,1,0,1,1,0,-0.00448,-0.0209
7,3,4,0,1,1,0,1,0,0,-1.79,0.409
7,3,4,0,1,1,0,1,1,0,-0.0162,-0.0232
2,3,5,0,0,1,0,1,0,0,-0.00659,-0.0615
2,3,5,0,0,1,0,1,1,0,2.08,0.777
2,3,5,1,0,1,0,1,0,0,0.00027,-0.0599
2,3,5,1,0,1,0,1,1,0,1.09,0.414
2,3,5,0,1,1,0,1,0,0,-0.0225,-0.0595
2,3,5,0,1,1,0,1,1,0,1.57,0.436
4,3,5,0,0,1,0,1,0,0,-0.00699,-0.0709
4,3,5,0,0,1,0,1,1,0,-0.0142,-0.327
4,3,5,1,0,1,0,1,0,0,-0.0303,-0.075
4,3,5,1,0,1,0,1,1,0,0.041,-0.479
4,3,5,0,1,1,0,1,0,0,-0.00601,-0.0724
4,3,5,0,1,1,0,1,1,0,-0.023,-0.381
6,3,5,0,0,1,0,1,0,0,-0.0123,0.166
6,3,5,0,0,1,0,1,1,0,-0.00932,0.109
6,3,5,1,0,1,0,1,0,0,0.0424,0.19
6,3,5,1,0,1,0,1,1,0,-0.0305,0.145
6,3,5,0,1,1,0,1,0,0,-0.0181,0.175
6,3,5,0,1,1,0,1,1,0,-0.00747,0.127
3,3,6,0,0,1,0,1,0,0,0.00767,0.0959
3,3,6,0,0,1,0,1,1,0,-2.61,-0.818
3,3,6,1,0,1,0,1,0,0,-0.00588,0.0928
3,3,6,1,0,1,0,1,1,0,-1.76,-0.766
3,3,6,0,1,1,0,1,0,0,0.0299,0.0937
3,3,6,0,1,1,0,1,1,0,-2.27,-0.71
5,3,6,0,0,1,0,1,0,0,0.00441,0.0439
5,3,6,0,0,1,0,1,1,0,0.00748,0.294
5,3,6,1,0,1,0,1,0,0,0.035,0.0504
5,3,6,1,0,1,0,1,1,0,-0.0529,0.435
5,3,6,0,1,1,0,1,0,0,-0.0045,0.046
5,3,6,0,1,1,0,1,1,0,0.00821,0.333
7,3,6,0,0,1,0,1,0,0,0.02,-0.153
7,3,6,0,0,1,0,1,1,0,0.0154,-0.0941
7,3,6,1,0,1,0,1,0,0,-0.048,-0.185
7,3,6,1,0,1,0,1,1,0,0.0437,-0.132
7,3,6,0,1,1,0,1,0,0,0.0342,-0.163
7,3,6,0,1,1,0,1,1,0,0.0199,-0.109
4,3,7,0,0,1,0,1,0,0,-0.00735,-0.127
4,3,7,0,0,1,0,1,1,0,2.9,0.797
4,3,7,1,0,1,0,1,0,0,0.0135,-0.122
4,3,7,1,0,1,0,1,1,0,2.29,1.01
4,3,7,0,1,1,0,1,0,0,-0.034,-0.125
4,3,7,0,1,1,0,1,1,0,2.71,0.799
6,3,7,0,0,1,0,1,0,0,-0.00335,-0.0197
6,3,7,0,0,1,0,1,1,0,-0.00308,-0.274
6,3,7,1,0,1,0,1,0,0,-0.0422,-0.0289
6,3,7,1,0,1,0,1,1,0,0.0704,-0.415
6,3,7,0,1,1,0,1,0,0,0.0114,-0.0219
6,3,7,0,1,1,0,1,1,0,0.00446,-0.305
2,4,2,0,0,1,0,1,0,0,0.00354,0.0305
2,4,2,0,0,1,0,1,0,1,1.07,0.254
2,4,2,1,0,1,0,1,0,0,0.0078,0.0308
2,4,2,1,0,1,0,1,0,1,0.823,0.068
2,4,2,0,1,1,0,1,0,0,0.00843,0.0324
2,4,2,0,1,1,0,1,0,1,0.472,0.0758
4,4,2,0,0,1,0,1,0,0,0.019,0.213
4,4,2,0,0,1,0,1,0,1,-0.0153,-0.263
4,4,2,1,0,1,0,1,0,0,0.0448,0.218
4,4,2,1,0,1,0,1,0,1,-0.0478,-0.289
4,4,2,0,1,1,0,1,0,0,0.062,0.233
4,4,2,0,1,1,0,1,0,1,0.0123,-0.369
6,4,2,0,0,1,0,1,0,0,1.2,-0.223
6,4,2,0,0,1,0,1,0,1,-0.00558,-0.0403
6,4,2,1,0,1,0,1,0,0,1.22,-0.269
6,4,2,1,0,1,0,1,0,1,-0.0157,-0.0433
6,4,2,0,1,1,0,1,0,0,1.12,-0.267
6,4,2,0,1,1,0,1,0,1,-0.0126,-0.0492
3,4,3,0,0,1,0,1,0,0,0.0165,0.122
3,4,3,0,0,1,0,1,0,1,-0.0336,-0.397
3,4,3,1,0,1,0,1,0,0,0.0283,0.122
3,4,3,1,0,1,0,1,0,1,-0.0595,-0.479
3,4,3,0,1,1,0,1,0,0,0.0386,0.121
3,4,3,0,1,1,0,1,0,1,0.0172,-0.568
5,4,3,0,0,1,0,1,0,0,-0.00835,-0.215
5,4,3,0,0,1,0,1,0,1,0.00237,0.126
5,4,3,1,0,1,0,1,0,0,-0.0364,-0.223
5,4,3,1,0,1,0,1,0,1,0.0196,0.133
5,4,3,0,1,1,0,1,0,0,-0.0333,-0.228
5,4,3,0,1,1,0,1,0,1,-0.0112,0.137
7,4,3,0,0,1,0,1,0,0,-1.5,0.374
7,4,3,0,0,1,0,1,0,1,0.00392,0.0354
7,4,3,1,0,1,0,1,0,0,-1.51,0.453
7,4,3,1,0,1,0,1,0,1,0.014,0.0349
7,4,3,0,1,1,0,1,0,0,-1.51,0.481
7,4,3,0,1,1,0,1,0,1,0.00696,0.0342
2,4,4,0,0,1,0,1,0,0,0.0133,0.112
2,4,4,0,0,1,0,1,0,1,-0.00169,-0.763
2,4,4,1,0,1,0,1,0,0,0.0209,0.112
2,4,4,1,0,1,0,1,1,0,-0.129,0.826
2,4,4,0,1,1,0,1,0,0,0.0318,0.11
2,4,4,0,1,1,0,1,0,1,0.0989,-0.835
4,4,4,0,0,1,0,1,0,0,-0.0131,-0.125
4,4,4,0,0,1,0,1,0,1,-0.0000831,0.237
4,4,4,1,0,1,0,1,0,0,-0.0277,-0.127
4,4,4,1,0,1,0,1,1,0,0.0324,-0.266
4,4,4,0,1,1,0,1,0,0,-0.0276,-0.126
4,4,4,0,1,1,0,1,0,1,-0.0215,0.261
6,4,4,0,0,1,0,1,0,0,-0.0000915,0.208
6,4,4,0,0,1,0,1,0,1,0.000307,-0.0925
6,4,4,1,0,1,0,1,0,0,0.0317,0.219
6,4,4,1,0,1,0,1,1,0,-0.00727,0.0999
6,4,4,0,1,1,0,1,0,0,0.0126,0.219
6,4,4,0,1,1,0,1,0,1,0.0126,-0.0997
3,4,5,0,0,1,0,1,0,0,-0.00829,-0.0826
3,4,5,0,0,1,0,1,1,0,-0.0447,-0.516
3,4,5,1,0,1,0,1,0,0,-0.0169,-0.0831
3,4,5,1,0,1,0,1,1,0,0.0267,-0.746
3,4,5,0,1,1,0,1,0,0,-0.0169,-0.0824
3,4,5,0,1,1,0,1,1,0,-0.0526,-0.644
5,4,5,0,0,1,0,1,0,0,0.00984,0.114
5,4,5,0,0,1,0,1,1,0,0.00354,0.195
5,4,5,1,0,1,0,1,0,0,0.0273,0.116
5,4,5,1,0,1,0,1,1,0,-0.00947,0.232
5,4,5,0,1,1,0,1,0,0,0.0169,0.115
5,4,5,0,1,1,0,1,1,0,0.0223,0.221
7,4,5,0,0,1,0,1,0,0,0.00674,-0.202
7,4,5,0,0,1,0,1,1,0,0.00146,-0.077
7,4,5,1,0,1,0,1,0,0,-0.0306,-0.216
7,4,5,1,0,1,0,1,1,0,0.00798,-0.0867
7,4,5,0,1,1,0,1,0,0,0.00282,-0.211
7,4,5,0,1,1,0,1,1,0,-0.00573,-0.0846
2,4,6,0,0,1,0,1,0,0,0.00408,0.049
2,4,6,0,0,1,0,1,1,0,-2.93,-1.26
2,4,6,1,0,1,0,1,0,0,0.00132,0.0484
2,4,6,1,0,1,0,1,1,0,-1.6,-0.755
2,4,6,0,1,1,0,1,0,0,0.0137,0.0482
2,4,6,0,1,1,0,1,1,0,-2.15,-0.794
4,4,6,0,0,1,0,1,0,0,0.00539,0.0571
4,4,6,0,0,1,0,1,1,0,0.0368,0.42
4,4,6,1,0,1,0,1,0,0,0.0161,0.0581
4,4,6,1,0,1,0,1,1,0,0.0101,0.591
4,4,6,0,1,1,0,1,0,0,0.00708,0.0575
4,4,6,0,1,1,0,1,1,0,0.0639,0.498
6,4,6,0,0,1,0,1,0,0,-0.00768,-0.101
6,4,6,0,0,1,0,1,1,0,-0.000378,-0.174
6,4,6,1,0,1,0,1,0,0,-0.0288,-0.105
6,4,6,1,0,1,0,1,1,0,0.012,-0.208
6,4,6,0,1,1,0,1,0,0,-0.00903,-0.102
6,4,6,0,1,1,0,1,1,0,-0.0143,-0.193
3,4,7,0,0,1,0,1,0,0,-0.00489,-0.0745
3,4,7,0,0,1,0,1,1,0,3.28,1.19
3,4,7,1,0,1,0,1,0,0,0.000924,-0.0733
3,4,7,1,0,1,0,1,1,0,2.39,1.27
3,4,7,0,1,1,0,1,0,0,-0.0185,-0.0735
3,4,7,0,1,1,0,1,1,0,2.89,1.15
5,4,7,0,0,1,0,1,0,0,-0.00387,-0.0357
5,4,7,0,0,1,0,1,1,0,-0.0283,-0.376
5,4,7,1,0,1,0,1,0,0,-0.0175,-0.0374
5,4,7,1,0,1,0,1,1,0,-0.00222,-0.519
5,4,7,0,1,1,0,1,0,0,-0.000737,-0.0363
5,4,7,0,1,1,0,1,1,0,-0.0486,-0.429
7,4,7,0,0,1,0,1,0,0,0.00643,0.0888
7,4,7,0,0,1,0,1,1,0,-0.00348,0.16
7,4,7,1,0,1,0,1,0,0,0.0318,0.0937
7,4,7,1,0,1,0,1,1,0,-0.0191,0.194
7,4,7,0,1,1,0,1,0,0,0.00336,0.0902
7,4,7,0,1,1,0,1,1,0,0.00502,0.176
3,5,2,0,0,1,0,1,0,0,-0.00422,-0.0422
3,5,2,0,0,1,0,1,0,1,-1.38,-0.341
3,5,2,1,0,1,0,1,0,0,-0.00923,-0.0424
3,5,2,1,0,1,0,1,0,1,-1.19,-0.209
3,5,2,0,1,1,0,1,0,0,-0.0102,-0.0455
3,5,2,0,1,1,0,1,0,1,-0.751,-0.183
5,5,2,0,0,1,0,1,0,0,-0.0161,-0.225
5,5,2,0,0,1,0,1,0,1,0.0142,0.264
5,5,2,1,0,1,0,1,0,0,-0.0395,-0.228
5,5,2,1,0,1,0,1,0,1,0.0443,0.282
5,5,2,0,1,1,0,1,0,0,-0.0565,-0.251
5,5,2,0,1,1,0,1,0,1,-0.00698,0.361
7,5,2,0,0,1,0,1,0,0,-1.33,0.276
7,5,2,0,0,1,0,1,0,1,0.00497,0.0477
7,5,2,1,0,1,0,1,0,0,-1.34,0.316
7,5,2,1,0,1,0,1,0,1,0.0139,0.0502
7,5,2,0,1,1,0,1,0,0,-1.23,0.328
7,5,2,0,1,1,0,1,0,1,0.0105,0.058
2,5,3,0,0,1,0,1,0,0,-0.00331,-0.0315
2,5,3,0,0,1,0,1,0,1,-1.93,-0.748
2,5,3,1,0,1,0,1,0,0,-0.00681,-0.0316
2,5,3,1,0,1,0,1,0,1,-1.44,-0.411
2,5,3,0,1,1,0,1,0,0,-0.00715,-0.032
